,Ticker,Shares
1,OXY,1142.297672885221
2,SLB,784.6829730404119
3,COP,68.75687453339204
4,COF,32.68187345887383
5,AIG,89.0947985595779
6,SPG,29.519422929874796
7,AXP,28.375233014542047
8,BAC,107.94473300824953
9,USB,85.25148968314663
10,BK,86.55011182933188
